Ortholog_Group	Gene ID	uniprot	pLDDT_mean
TcIL3000.A.H_000379500	TcIL3000_4_2940	G0ULE6	44.0
LtaPh_3126200	LbrM.31.2440	A4HJK0	44.0
LpyrH10_01_2290	LpyrH10_01_2290	A0A0M9G9X7	43.0
Lsey_0255_0070	LpyrH10_19_1050	A0A0N0VDV8	43.0
LPAL13_070013100	LBRM2903_070015000	A4H523	43.0
TevSTIB805.10.4090	Tb927.10.3850	Q38BL5	43.0
LbrM.22.2.207460	LINF_220012300	E9AGZ3	43.0
LAMA_000130700	LmjF.08.0190	Q4QIF0	43.0
JKF63_03919	LINF_310026300	A4I6W0	43.0
LpyrH10_07_2860	LpyrH10_07_2860	A0A0N0DW68	43.0
LpyrH10_04_1820	Lsey_0030_0050	A0A0N1IM07	43.0
JKF63_07802	Lsey_0072_0160	A0A0N0P6P0	43.0
DQ04_05181010	TcCLB.507317.50	Q4D1U5	43.0
DQ04_11951000	TM35_000261550	A0A1X0NQH0	43.0
LAEL147_000322900	Lsey_0033_0030	A0A0N1PDR9	43.0
Tb427_000328100	TCDM_07374	V5BA77	43.0
Tb427_000311100	Tb11.v5.0984	Q57XH1	43.0
LpyrH10_02_7540	LINF_280010900	A4I3D2	43.0
LpyrH10_15_1290	Lsey_0218_0070	A0A0N1HUC5	43.0
LMJSD75_140013600	Lsey_0134_0050	A0A0N1I683	43.0
GH5_01538	LMJSD75_310027800	Q4Q667	43.0
TevSTIB805.4.5280	Tb927.8.7370	Q57YT9	43.0
Lsey_0012_0490	LINF_250023400	A4I1L5	43.0
Lsey_0006_0220	Lsey_0006_0220	A0A0N1IA65	43.0
TcBrA4_0088380	TM35_000361270	A0A1X0NKU3	43.0
LAMA_000044700	Lsey_0538_0010	A0A0N1HYH7	43.0
TvY486_0001800	TvY486_0007740	F9WKV9	43.0
TcIL3000_0_00680	TcIL3000_0_17810	F9WHV3	43.0
LINF_050008700	LpyrH10_07_0450	A0A0M9G2G9	43.0
TcCL_ESM03140	TcCL_NonESM02148	A0A2V2V402	43.0
LpyrH10_21_1320	Lsey_0032_0080	A0A0N1PEN2	43.0
JKF63_00207	LdBPK_362250.1	E9BTT4	43.0
LbrM.17.1180	LPMP_171040	A0A088RMB2	43.0
ECC02_012558	TM35_000701080	A0A1X0NFD3	43.0
LbrM.32.2.000220	LbrM.32.0220	A4HJZ6	43.0
LpyrH10_31_1100	LpyrH10_31_1100	A0A0N0VCZ0	43.0
Tb427_000769200	Tb927.4.120	Q57UV6	43.0
LbrM.20.2.002760	LmxM.33.3180	E9B5A7	43.0
JKF63_07271	Lsey_0530_0020	A0A0N1PAU3	43.0
LtaP33.1040	Lsey_0067_0030	A0A0N1I5H2	43.0
CUR178_08242	LtaPh_1201700	A0A640KC39	43.0
Lsey_0393_0050	LpyrH10_24_1100	A0A0N0VDG6	43.0
TM35_000151300	TM35_000151300	A0A1X0NWX1	43.0
Baya_013_0570	Lsey_0005_0510	A0A0N1IAB5	43.0
ECC02_009930	ECC02_009930	A0A7J6XRP1	43.0
CFAC1_070007500	LPMP_030760	A0A088S1G1	43.0
LPMP_355880	LINF_360067200	A4IDY8	43.0
LpyrH10_17_0610	LdCL_140011000	A0A6J8FA36	43.0
LTULEM423_280007100	LpyrH10_02_7990	A0A0M9G9E0	43.0
GH5_04555	LpyrH10_07_1080	A0A0M9G2M7	43.0
LAEL147_000673600	LINF_330014900	E9AHN4	43.0
JKF63_05336	LINF_160018400	A4HX23	43.0
LAEL147_000834800	LINF_360031500	A4IDL5	43.0
DQ04_04731010	TcCLB.508965.50	Q4DL91	43.0
JKF63_06458	LINF_070015500	A4HTB6	43.0
LpyrH10_01_2270	LINF_350010400	A4IAV4	43.0
JKF63_00590	LbrM.29.0890	E9AIT6	43.0
LDHU3_32.4310	LDHU3_32.4310	A0A504XDZ9	43.0
LMARLEM2494_210021900	Lsey_0289_0040	A0A0N1HUS5	43.0
Baya_021_0340	Lsey_0200_0070	A0A0N1IJL8	43.0
TRSC58_06997	TcCLB.485889.10	Q4CQ02	43.0
CFAC1_220030300	LINF_130005900	A4HVE6	43.0
TCDM_00942	TcCLB.506475.105	Q4DS42	43.0
DQ04_02611090	TcCLB.510691.20	Q4D1K9	43.0
Baya_013_0360	LINF_340026700	A4I9Y7	43.0
Lsey_0036_0270	LINF_240009100	E9AH54	43.0
LAMA_000188600	LmjF.12.0470	Q4QGP5	43.0
JKF63_01103	LpyrH10_01_2830	A0A0N1J5F0	43.0
TcCL_NonESM11699	TcCL_NonESM11699	A0A2V2WPQ5	42.0
GH5_04867	LpyrH10_11_1260	A0A0M9FZL3	42.0
TcYC6_0034070	TcCLB.509697.29	Q4CUM4	42.0
LtaP24.0380	LPMP_240370	A0A088SAM2	42.0
TCDM_11320	TcCLB.509225.21	Q4CPI6	42.0
LpyrH10_32_0350	Lsey_0007_0070	A0A0N1I1U6	42.0
TM35_000142370	TcCLB.503805.40	Q4D1X5	42.0
CFAC1_170026600	LtaPh_2012600	A0A640KKI1	42.0
LpyrH10_26_0900	LINF_150016600	A4HWI3	42.0
LBRM2903_230020800	LpyrH10_03_2370	A0A0N0DYB7	42.0
LtaPh_3304500	LpyrH10_19_1490	A0A0M9FVG1	42.0
Lsey_0052_0050	LINF_150012600	A4HWF1	42.0
TCDM_03674	TcCLB.503635.40	A0A2V2WR72	42.0
LSCM1_07553	LINF_090009200	A4HTU8	42.0
LINF_360047900	LdBPK_364090.1	A0A504X4P9	42.0
TcCL_Unassigned00370	TcCLB.509687.10	Q4CT58	42.0
LpyrH10_08_1230	LpyrH10_08_1230	A0A0M9G1U2	42.0
CFAC1_280039100	Lsey_0172_0230	A0A0N1PBB1	42.0
JKF63_04286	LBRM2903_260027800	A4HF80	42.0
ECC02_010084	ECC02_013251	A0A7J6XI32	42.0
CFAC1_010008900	LINF_120008100	E9AGB7	42.0
Lsey_0413_0020	Lsey_0413_0020	A0A0N0P2Q0	42.0
Lsey_0207_0010	LpyrH10_15_0690	A0A0M9FXB8	42.0
EMOLV88_360050200	LINF_290032000	A4I4V7	42.0
DQ04_04941010	TcCLB.504449.14	Q4CWT3	42.0
JKF63_00206	LpyrH10_09_2520	A0A0M9G1B5	42.0
ECC02_006362	ECC02_007972	A0A7J6XJZ8	42.0
DQ04_00521080	TCDM_06666	V5BG68	42.0
N19B2.130	Tb927.2.160	Q584N6	42.0
LbrM.21.0520	LpyrH10_14_0520	A0A0N0DTZ0	42.0
TevSTIB805.8.410	Tb927.8.520	Q57XI1	42.0
LMARLEM2494_240012700	Lsey_0131_0120	A0A0N1I4T0	42.0
LBRM2903_330030900	LtaPh_3322800	A0A640KR20	42.0
EMOLV88_190013500	LpyrH10_04_1700	A0A0N0DXD0	42.0
Tbg972.6.350	TEOVI_000554500	A0A1G4I5J0	42.0
CFAC1_260040300	LpyrH10_04_4490	A0A0M9G6F7	42.0
TcG_12298	TcG_12377	A0A2V2VSS9	42.0
DQ04_02511060	TM35_000151220	A0A1X0NVP4	42.0
TcG_11571	TcCL_NonESM12844	A0A2V2XJJ1	42.0
CFAC1_240032000	LDHU3_35.0790	A0A504X9R7	42.0
EMOLV88_030012700	LINF_030013000	A4HRW8	42.0
Lsey_0144_0070	LINF_340011500	A4I9M9	42.0
LTULEM423_090018100	LINF_090019300	A4HU42	42.0
Lsey_0412_0040	LINF_350010800	A4IAV8	42.0
LpyrH10_23_0120	LpyrH10_23_0120	A0A0M9FTC0	42.0
EMOLV88_200015600	LINF_200016100	A4HYV2	42.0
LMJSD75_110013400	LpyrH10_18_0780	A0A0M9FVR8	42.0
Tc_MARK_1666	TCSYLVIO_002958	A0A2V2V867	42.0
LpyrH10_05_2910	LINF_340032900	A4IA45	42.0
Baya_046_0130	LpyrH10_02_6780	A0A0N0DZK3	42.0
LBRM2903_200062800	Lsey_0040_0130	A0A0N0P7V0	42.0
JKF63_02640	Lsey_0010_0240	A0A0N1PF95	42.0
LpyrH10_16_1600	LINF_090016100	A4HU20	42.0
CFAC1_210019600	LINF_240015400	A4I0T9	42.0
TM35_000011540	TM35_000011540	A0A1X0P8K1	42.0
CFAC1_200033700	Lsey_0076_0070	A0A0N1IL55	42.0
DQ04_01291020	TM35_000044620	A0A1X0P5W9	42.0
LDHU3_35.4850	Lsey_0192_0120	A0A0N1HWN2	42.0
Lsey_0011_0290	LINF_190010000	A4HY73	42.0
LMARLEM2494_170009900	LpyrH10_21_0430	A0A0M9FU49	42.0
TcYC6_0096370	ECC02_000265	A0A7J6YJ25	42.0
LPMP_344010	Lsey_0166_0080	A0A0N1I3V4	42.0
TcCL_ESM06643	TcCLB.511685.60	Q4CZ17	42.0
C3747_64g168	C3747_64g168	A0A2V2WRQ5	41.0
LSCM1_01986	Lsey_0249_0020	A0A0N0P3U8	41.0
Baya_182_0140	LINF_350018100	A4IB26	41.0
TcBrA4_0115370	TcCLB.508741.130	Q4E358	41.0
LbrM.21.1650	LINF_210023700	A4HZE8	41.0
LbrM.23.1850	LINF_050011500	A4HSI6	41.0
TcIL3000.A.H_000113200	TcIL3000_0_38070	F9W730	41.0
EMOLV88_130017000	LpyrH10_20_0530	A0A0N0DSP7	41.0
CFAC1_300064000	LINF_350024200	A4IB90	41.0
CUR178_00972	LINF_350026500	E9AHV4	41.0
LSCM4_03058	LpyrH10_02_4160	A0A0N0DZ88	41.0
TcYC6_0027410	ECC02_009720	A0A7J6XSG3	41.0
Lsey_0331_0040	LINF_150017200	A4HWI9	41.0
LpyrH10_27_0850	Lsey_0217_0060	A0A0N1I1H6	41.0
TcCLB.508811.55	ECC02_006984	A0A7J6Y1G7	41.0
LAMA_000071300	LdBPK_050910.1	A0A504X8D0	41.0
CFAC1_060012000	LINF_030010300	E9AG44	41.0
LdCL_060014400	LINF_060014700	A4HSY2	41.0
ECC02_006945	BCY84_03027	A0A7J6Y025	41.0
EMOLV88_340026300	Lsey_0005_0630	A0A0N1IMR5	41.0
LpyrH10_13_2010	LpyrH10_13_1930	A0A0M9FYE2	41.0
LtaPh_2818500	LINF_280024300	A4I3Q6	41.0
Lsey_0128_0010	Lsey_0128_0010	A0A0N0P5X1	41.0
EMOLV88_360027600	LINF_360029500	A4IDJ8	41.0
GH5_01442	LpyrH10_12_1860	A0A0N0VEQ8	41.0
TRSC58_02679	TcCLB.508153.890	Q4E691	41.0
LPMP_330020	LPMP_330020	A0A088S172	41.0
TevSTIB805.4.4680	Tb927.4.4500	Q583D5	41.0
TcG_07712	TcCL_ESM06328	A0A2V2V289	41.0
Lsey_0247_0090	Lsey_0247_0090	A0A0N1HTU6	41.0
C4B63_6g294	C3747_230g39	A0A2V2VWR0	41.0
LtaP20.1030	LpyrH10_25_0820	A0A0M9FSS1	41.0
LPAL13_290027200	LINF_290032500	A4I4W2	41.0
LSCM1_06441	LINF_200014900	E9AGU1	41.0
LBRM2903_060014500	LINF_060013700	A4HSX2	41.0
LSM04_000809	TcCLB.507017.80	Q4DFD7	41.0
TcSYL_0187510	TcCLB.508251.10	Q4CVM0	41.0
Lsey_0077_0250	LINF_270015900	A4I2P2	41.0
LBRM2903_110012800	Lsey_0099_0120	A0A0N0P638	41.0
Lsey_0006_0590	LINF_300015500	A4I5D0	41.0
TcG_12195	TcCLB.510475.20	Q4D8P3	41.0
EMOLV88_300028700	LtaPh_3023800	A0A640KTN4	41.0
EMOLV88_130012000	LBRM2903_130012400	A4H773	41.0
TM35_000271690	TcCLB.506401.80	Q4E3T5	41.0
GH5_05767	Lsey_0396_0040	A0A0N1HZ90	41.0
TCDM_11502	TCDM_11502	V5D0H1	41.0
TRSC58_03238	TM35_000014050	A0A1X0P9G4	41.0
LbrM.05.2.000750	LpyrH10_07_0870	A0A0M9G251	41.0
Lsey_0008_0570	Lsey_0008_0570	A0A0N1PFH2	41.0
LmjF.20.0570	LbrM.20.4810	E9AIB4	41.0
TcG_11791	TCDM_08741	V5D7J0	41.0
DQ04_15301010	TM35_000101720	A0A1X0NYX7	41.0
LBRM2903_230017500	LINF_230015500	A4I0C8	41.0
LTULEM423_130012400	LdCL_130012800	A0A3S7WSK5	41.0
LpyrH10_14_1250	LINF_210017200	E9AGW4	41.0
EMOLV88_310011700	LmxM.30.0690	E9B1M0	41.0
JKF63_05934	LINF_200011500	A4HYQ0	41.0
LSCM1_04231	LINF_260027100	A4I2E5	41.0
TcG_12347	C4B63_107g59	A0A2V2UUT1	40.0
LtaPh_1610500	LINF_160016300	A4HX04	40.0
JKF63_00159	LbrM.35.1870	A4HP32	40.0
LTULEM423_170016300	LtaPh_1712200	A0A640KD88	40.0
LtaP22.0640	Lsey_0164_0030	A0A0N1PDM9	40.0
JKF63_03932	LtaPh_3124600	A0A640KPC4	40.0
TCSYLVIO_002813	TCDM_10746	V5D2H3	40.0
TCSYLVIO_002350	TcCLB.509505.60	Q4CZZ9	40.0
Tc_MARK_1644	TcCLB.511385.40	Q4DKH3	40.0
LtaP33.3080	LINF_330037700	E9AHS1	40.0
LpyrH10_08_1670	LINF_290020100	A4I4J7	40.0
TevSTIB805.7.6590	Tb927.7.6030	Q57VK8	40.0
LpyrH10_24_0470	LINF_040009100	A4HS35	40.0
LPMP_030460	LINF_030009900	E9AG40	40.0
LBRM2903_060012300	LINF_060012200	A4HSV7	40.0
TcIL3000.A.H_000602600	TcCLB.503897.60	Q4DKN9	40.0
TRSC58_06610	TM35_000022030	A0A1X0P7F1	40.0
LtaP26.1360	LdCL_260019700	A0A504XTH8	40.0
TCSYLVIO_009717	TcCLB.509607.60	Q4DDT7	40.0
LTRL590_280023300	LINF_280022700	A0A6L0XMV0	40.0
LtaPh_2605100	LINF_260010400	A4I1Y6	40.0
LTRL590_310028300	LDHU3_31.3340	A0A3Q8IEX9	40.0
LSCM4_07611	LbrM.12.0220	A0A3P3Z0F7	40.0
ECC02_011184	ECC02_010106	A0A7J6XSB8	40.0
Baya_119_0010	ADEAN_000128100	A0A7G2C228	40.0
TcCL_Unassigned02531	TcCLB.509887.10	Q4CR52	40.0
C4B63_64g135	TcG_10585	A0A2V2V0I0	40.0
GH5_02503	LPMP_332960	A0A088SID6	40.0
LpyrH10_30_0730	LINF_070011300	A4HT70	40.0
TCSYLVIO_005763	TcCLB.508461.330	Q4E4S7	40.0
LpyrH10_15_1850	LINF_160018500	A4HX24	40.0
LARLEM1108_100012300	LINF_100013600	A4HUI0	40.0
LSCM1_06783	LmxM.18.1410	E9ARS5	40.0
TCSYLVIO_010005	TcCLB.506679.270	Q4E076	40.0
TcCLB.506797.20	TcCLB.506915.20	Q4CUP6	40.0
LSCM4_07225	LPMP_150560	A0A088RLI2	40.0
TCSYLVIO_006983	TcCLB.507603.190	Q4DW09	40.0
LbrM.28.1880	LINF_280023400	A4I3P8	40.0
LBRM2903_040007500	LINF_040007600	A4HS20	40.0
LbrM.27.2.002000	LINF_270025500	A4I2Z2	40.0
LBRM2903_340051800	Lsey_0128_0020	A0A0N1I4V9	40.0
LPAL13_040014000	Lsey_0408_0040	A0A0N1P9N6	40.0
TcIL3000_0_52360	TcIL3000_0_07890	F9WER2	40.0
TRSC58_00379	TCDM_06923	V5BK69	40.0
EMOLV88_220015000	LINF_220017000	E9AGZ4	40.0
Lsey_0275_0040	Lsey_0275_0040	A0A0N1IIM8	40.0
LAMA_000160600	LdBPK_100440.1	E9BA92	40.0
EMOLV88_140013000	LINF_140013300	A4HW19	40.0
LSM04_004308	TcCLB.504149.60	Q4DUQ7	40.0
CFAC1_270022000	LpyrH10_12_2020	A0A0M9FYW1	40.0
JKF63_01642	LmxM.33.0450	E9B4L3	40.0
LSCM1_01076	LINF_350037100	A4IBK8	40.0
LtaPh_3414000	LINF_340018800	A4I9T0	40.0
Baya_128_0060	LINF_260026400	A4I2D9	40.0
TRSC58_06991	TcCLB.509693.120	Q4DRB9	40.0
LtaP35.5020	LpyrH10_01_7450	A0A0M9GB02	40.0
ECC02_008480	ECC02_007453	A0A7J6XYK5	40.0
LtaP35.1420	LpyrH10_01_3150	A0A0N0E052	40.0
LpyrH10_09_1980	LpyrH10_09_1980	A0A0M9G173	40.0
EMOLV88_320015700	LINF_320017000	A4I7T0	40.0
LMARLEM2494_350025700	LINF_350025300	A4IBA1	40.0
LPMP_312070	Lsey_0100_0120	A0A0N1HZ50	40.0
JKF63_00063	LpyrH10_09_0790	A0A0M9G0L9	40.0
LMARLEM2494_330018400	LINF_330020300	A4I8Z2	40.0
LbrM.21.2.001480	LbrM.21.1480	A4HBY3	40.0
DQ04_00011150	TM35_000011530	A0A1X0P8K9	40.0
CFAC1_200026800	LINF_290026800	A4I4Q0	40.0
LMARLEM2494_200008600	LPAL13_200052600	A0A088RPR2	39.0
CFAC1_090010600	LINF_170010600	A4HXB6	39.0
GH5_01570	LBRM2903_310034200	A4HJK2	39.0
LbrM.12.0770	LINF_120015100	E9AGH1	39.0
TRSC58_01089	Tb927.6.3190	Q584W2	39.0
DQ04_15271000	TcCLB.509139.20	Q4CNI7	39.0
TCDM_11310	TCDM_07502	V5BIW2	39.0
LbrM.28.3150	LPMP_283090	A0A088SDV8	39.0
LpyrH10_06_1650	Lsey_0094_0160	A0A0N1PEK5	39.0
EMOLV88_000016500	LINF_020006500	A4HRL8	39.0
TcG_12226	TCDM_13028	V5APB9	39.0
TvY486_0010080	TvY486_0000430	F9WKF3	39.0
LPAL13_160008500	LtaPh_1604200	A0A640KEA1	39.0
TcYC6_0105370	C3747_1g586	A0A2V2XMT9	39.0
GH5_02531	LINF_330041000	A4I9F0	39.0
TRSC58_04349	TcCLB.511245.70	Q4DUL3	39.0
LAMA_000320900	LINF_360020800	A4IDB5	39.0
ECC02_013805	ECC02_013083	A0A7J6XK40	39.0
LSCM1_01990	LpyrH10_02_3780	A0A0N0DZ73	39.0
TcCL_NonESM05683	TCDM_12138	V5B301	39.0
JKF63_02616	Lsey_0142_0180	A0A0N1PC04	39.0
Lsey_0093_0200	LINF_250012300	A4I1B0	39.0
TM35_000311270	TM35_000311270	A0A1X0NMW9	39.0
TRSC58_02012	TcCLB.506469.110	Q4D9D8	39.0
LMARLEM2494_180015300	LINF_180015000	A4HXX0	39.0
LMARLEM2494_190016500	LINF_190017200	A4HYD6	39.0
LmjF.33.3020	LpyrH10_03_5480	A0A0N0VH05	39.0
GH5_08342	LpyrH10_23_0750	A0A0M9FTK6	39.0
LMARLEM2494_100013500	LINF_100015500	A4HUK0	39.0
LENLEM3045_210022100	Lsey_0245_0010	A0A0N1I273	39.0
EMOLV88_260015000	LINF_260015800	A4I237	39.0
LTULEM423_230020000	LdBPK_231340.1	E9BGE8	39.0
LENLEM3045_080006800	Lsey_0003_0570	A0A0N1PFF5	39.0
Lsey_0052_0170	LpyrH10_26_1200	A0A0M9FSJ5	39.0
C3747_90g122	C3747_90g122	A0A2V2WJB6	39.0
LtaPh_1307400	LbrM.13.0650	A4H772	39.0
DQ04_05141020	TcCLB.508741.210	Q4E351	39.0
TcIL3000.A.H_000553800	TcCLB.506791.30	Q4DCX2	39.0
LAMA_000231700	LpyrH10_26_1240	A0A0M9FSM9	39.0
TcCLB.508231.150	TcCLB.508231.150	Q4DW60	39.0
Lsey_0223_0090	LINF_280016300	A4I3I2	39.0
TcG_11808	TCDM_12373	V5B2U7	39.0
CFAC1_280008600	LbrM.33.0170	A4HL53	39.0
LSCM4_07086	LINF_180013600	A4HXV8	39.0
LpyrH10_04_2320	LINF_190022200	A4HYI7	39.0
TcYC6_0042210	TRSC58_06521	A0A061IV97	39.0
LMARLEM2494_190013800	LINF_190014500	A4HYB0	39.0
TcSYL_0071770	TCDM_13579	V5CHY4	39.0
TRSC58_06750	TcCLB.421619.10	Q4CLW2	39.0
LPMP_292070	Lsey_0139_0120	A0A0N1HW90	39.0
JKF63_05980	LINF_200016200	A4HYV3	39.0
Tb927.10.15680	TcCLB.511297.10	Q4CW59	39.0
TcCLB.504255.20	TM35_000351400	A0A1X0NL21	39.0
LpyrH10_04_4100	LpyrH10_04_4100	A0A0N0DXM8	39.0
GH5_08171	LmjF.06.1200	Q4QIV6	38.0
DQ04_10191000	TcCLB.511277.100	Q4E5I5	38.0
C3747_204g74	C3747_204g74	A0A2V2W063	38.0
LmxM.15.0650	LpyrH10_26_1180	A0A0N0DRZ2	38.0
TcYC6_0065540	TcCLB.507063.170	Q4E015	38.0
LdBPK.31.2.002050	LBRM2903_310031000	A4HJI3	38.0
TcCL_NonESM12677	TCDM_10347	V5BCA2	38.0
TcCLB.504557.40	TcCLB.508749.10	Q4CLC4	38.0
TcIL3000.A.H_000043700	TcIL3000_0_46180	F9W9M8	38.0
LpyrH10_05_2380	Lsey_0005_0340	A0A0N1IMR1	38.0
CFAC1_290020100	LINF_260016900	A4I248	38.0
JKF63_07254	LPAL13_040012500	A0A088RHC7	38.0
TRSC58_06696	TRSC58_06696	A0A061IUW4	38.0
CFAC1_270032500	LINF_310022600	A4I6T1	38.0
TcYC6_0073340	BCY84_00412	A0A7J6YD37	38.0
TcCL_Unassigned03900	ECC02_010239	A0A7J6XS23	38.0
LdBPK.06.2.000800	LINF_060013400	A4HSW9	38.0
C3747_124g109	TcCLB.506627.80	Q4D9C7	38.0
EMOLV88_030013400	LINF_030013600	A4HRX1	38.0
LtaPh_3125300	LINF_310029100	A4I6Y8	38.0
LMARLEM2494_080010900	LINF_080011100	A4HTK8	38.0
TCSYLVIO_006052	TcCLB.511291.50	Q4DC41	38.0
TcG_07283	ECC02_006956	A0A7J6Y1N8	38.0
CFAC1_280069700	LpyrH10_06_4250	A0A0M9G3S3	38.0
LpyrH10_02_2550	LpyrH10_02_2550	A0A0M9G8Q8	38.0
Tc_MARK_4923	TcCLB.508891.50	Q4DJN6	38.0
C3747_562g23	C3747_395g9	A0A2V2UZH1	38.0
BCY84_22031	TRSC58_02692	A0A061J5J9	38.0
LpyrH10_27_0550	LINF_020007500	A4HRM2	38.0
LtaPh_1907881	LtaPh_9914901	A0A640KFW4	38.0
CFAC1_220025100	LpyrH10_03_0420	A0A0N1J561	38.0
JKF63_05087	LINF_210017600	E9AGW8	38.0
LbrM.03.2.000340	LINF_030008300	A4HRU5	38.0
EMOLV88_170008600	LINF_170010800	A4HXB8	38.0
LSCM4_01224	LINF_350009600	A4IAU4	38.0
LbrM.05.2.000660	LINF_050011800	A4HSI9	38.0
Lsey_0216_0060	Lsey_0216_0060	A0A0N1I2S3	38.0
Tb427.BES153.7	Tbg972.7.8830	C9ZUF9	38.0
TcG_10661	TcCLB.504099.15	Q4DBD0	38.0
LpyrH10_07_0390	LpyrH10_07_0390	A0A0M9G2C7	38.0
TcCL_Unassigned02740	TcCLB.506595.65	Q4DLC4	38.0
LtaPh_0606300	Lsey_0110_0040	A0A0N0P5V8	38.0
TevSTIB805.8.8550	Tb427.08.8110	Q57WL9	38.0
LbrM.08.2.000730	LINF_080013500	A4HTN1	38.0
JKF63_03658	LINF_280030000	A4I3W3	38.0
LtaP08.0350	LINF_080008900	E9AG78	38.0
TRSC58_06789	TcCLB.508263.10	Q4CUI9	38.0
LtaPh_2505400	LINF_250010300	A4I192	38.0
Baya_022_0580	LpyrH10_05_3390	A0A0M9G511	37.0
LbrM.29.1040	Lsey_0016_0430	A0A0N0P8D7	37.0
EMOLV88_360017500	LMJSD75_360018100	Q4Q1V4	37.0
JKF63_02721	LINF_320042700	A4I8H5	37.0
TCDM_10412	TCDM_10412	V5B2Y8	37.0
GH5_03489	LmjF.22.1020	Q4QBP5	37.0
CFAC1_200017200	LpyrH10_08_1330	A0A0N0VFE2	37.0
LMJFC_190015600	LMJLV39_190013900	Q4QDD5	37.0
TcCLB.510575.160	TM35_000351310	A0A1X0NL66	37.0
LtaPh_0907600	LINF_090013500	A4HTZ4	37.0
LSCM1_01365	LINF_310012300	A4I6G0	37.0
LpyrH10_03_3410	LINF_230009300	A4I079	37.0
LSCM4_03316	LpyrH10_12_0390	A0A0M9FYI6	37.0
ECC02_013742	ECC02_012450	A0A7J6XK58	37.0
TCSYLVIO_003611	BCY84_12144	A0A7J6XTN2	37.0
LPMP_300840	LtaPh_3009000	A0A640KM55	37.0
LAEL147_000081000	LpyrH10_03_0960	A0A0M9G736	37.0
CFAC1_090012300	LINF_170012200	A4HXD3	37.0
TCDM_00058	BCY84_14377	A0A7J6Y3N3	37.0
TRSC58_00948	TcCLB.509059.40	Q4D947	37.0
TcYC6_0077930	TcCLB.510327.10	Q4CSN7	37.0
LdBPK_080510.1	LDHU3_08.0570	A0A3S5H654	37.0
LSCM1_03818	LdBPK_302010.1	E9BLU4	37.0
TCDM_10411	BCY84_19392	A0A7J6YE90	37.0
LpyrH10_38_0600	LpyrH10_38_0600	A0A0N0VCS2	37.0
LPAL13_120013800	Lsey_0082_0170	A0A0N1PES6	37.0
Lsey_0108_0050	LdBPK_241060.1	A0A3S7WYA9	37.0
Baya_184_0070	LINF_290022100	A4I4L6	37.0
LSCM1_04454	LBRM2903_290024000	A4HHH3	37.0
ECC02_004687	ECC02_005562	A0A7J6Y4Z2	37.0
Baya_027_0310	LtaPh_2015000	A0A640KFY3	37.0
LmxM.12.0230	LMJFC_120007900	Q4QGS0	37.0
TcG_09165	TCDM_10745	V5ALT1	37.0
EMOLV88_040011900	LmxM.04.0720	E9AK55	37.0
C3747_85g75	C3747_85g75	A0A2V2WJU8	37.0
EMOLV88_350025900	LdBPK_352220.1	A0A504XHW8	37.0
GH5_02409	LDHU3_33.3000	A0A3S7X6Z0	37.0
TcSYL_0182630	ECC02_013847	A0A7J6XFQ7	37.0
PCON_0008210	TcCLB.506201.60	Q4DG84	37.0
LAEL147_000604900	Lsey_0169_0010	A0A0N1HVI4	37.0
Lsey_0033_0160	LINF_210015100	A4HZ85	37.0
LbrM.33.2470	LtaPh_3323900	A0A640KR29	37.0
LtaP12.0420	LBRM2903_120009300	A4H6V6	37.0
LENLEM3045_000026400	LDHU3_31.1650	A0A504X416	37.0
LMJSD75_180009200	LINF_180008900	A4HXR4	37.0
LbrM.29.2.000460	LtaPh_2908201	A0A640KM29	37.0
JKF63_03854	Lsey_0168_0030	A0A0N0P4W1	37.0
TcG_12492	TCDM_09775	V5APB0	37.0
Tb427.04.4900	TEOVI_000191000	A0A1G4IDK0	37.0
LMJFC_310035100	LINF_310029400	A4I6Z1	37.0
BCY84_12346	TcCLB.508931.50	Q4CXK6	37.0
TcCL_ESM02092	TCDM_01164	V5B9Y5	37.0
TM35_000092550	TM35_000092550	A0A1X0NZV1	37.0
LBRM2903_220005500	LpyrH10_06_5410	A0A0M9G4G8	37.0
LPAL13_310014900	LINF_310020600	A4I6R5	37.0
LpyrH10_26_1250	LINF_150013300	A4HWF8	37.0
LtaPh_0506100	LMJLV39_050011000	Q4QJE0	37.0
LAEL147_000210900	LbrM.15.0350	A0A3P3Z1R0	37.0
GH5_07983	LINF_050012200	A4HSJ2	36.0
LbrM.33.2.002300	LINF_330029000	A0A6L0XY64	36.0
TcSYL_0189680	C4B63_317g20	A0A2V2XI68	36.0
TM35_000112250	TM35_000112250	A0A1X0NYL4	36.0
LdBPK_010650.1	LdBPK_010650.1	E9B7C9	36.0
TcG_11598	TCDM_13887	V5AQ85	36.0
LpyrH10_02_3600	LINF_320038500	A4I8D4	36.0
PCON_0010940	LINF_270025300	A4I2Z0	36.0
LSCM1_00845	LINF_350013900	A4IAY9	36.0
JKF63_00745	LINF_360056300	A4IDP7	36.0
TRSC58_06546	TRSC58_06546	A0A061IXN3	36.0
JKF63_07414	LINF_050013900	A4HSK9	36.0
GH5_02050	LINF_340040400	E9AHT9	36.0
LtaPh_3125800	LpyrH10_12_0320	A0A0M9FYI0	36.0
TcCL_Unassigned03202	TCDM_12168	V5AYK4	36.0
LPMP_181630	LDHU3_18.2150	A0A504XP77	36.0
LENLEM3045_240017200	LpyrH10_11_1310	A0A0M9FZH6	36.0
